No.;Data perangkat;Unit;Merk;Tipe;S/N;Lokasi;Data Pemeliharaan;IP
;"32"" LED Display";1;LG;LT360C;306INYD5E906;Ruang Stanby APPS  NO 22;;
;"32"" LED Display";1;LG;LT360C;306INUB5E678;Ruang Stanby APPS  NO 23;;
;"32"" LED Display";1;LG;LT360C;306INEW5E676;Ruang Stanby APPS  NO 24;;
;;;;;;;;
;Display Controller;24;;;;Ruang standby APPS;;
;;;;;;;;
8;PC;115;Dell;Optiplex 7010;;Counter Checkin (87);;
;PC;1;;;B7XVF2S;Counter Checkin A1;;
;PC;1;;kontrak: 108;1MPJG2S;Counter Checkin A2;Kontrak 3010, diganti 7010 karena 3010 uda discontinue(3010 model lama karena tender thn 2012);
;PC;1;;;BQGLF2S;Counter Checkin A3;;
;PC;1;;;9KPJG2S;Counter Checkin A4;;
;PC;1;;;FLPJG2S;Counter Checkin A5;;
;PC;1;;;GPGLF2S;Counter Checkin A6;;
;PC;1;;;78XVF2S;Counter Checkin A7;;
;PC;1;;;G7XVF2S;Counter Checkin A8;;
;PC;1;;;3QGLF2S;Counter Checkin A9;;
;PC;1;;;4LPJG2S;Counter Checkin A10;;
;PC;1;;;1LPJG2S;Counter Checkin A11;;
;PC;1;;;39XVF2S;Counter Checkin A14;;
;PC;1;;;38XVF2S;Counter Checkin A15;;
;PC;1;;;77XVF2S;Counter Checkin A16;;
;PC;1;;;88XVF2S;Counter Checkin A17;;
;PC;1;;;5LPJG2S;Counter Checkin A18;;
;PC;1;;;5QGLF2S;Counter Checkin A19;;
;PC;1;;;FQGLF2S;Counter Checkin A20;;
;PC;1;;;HJDM8X1;Counter Checkin A21;;
;PC;1;;;2RGLF2S;Counter Checkin A22;;
;PC;1;;;F9XVF23;Counter Checkin A23;;
;PC;1;;;GKPJG2S;Counter Checkin B1;;
;PC;1;;;3NPJG2S;Counter Checkin B2;;
;PC;1;;;BMPJG2S;Counter Checkin B3;;
;PC;1;;;68XVF2S;Counter Checkin B4;;
;PC;1;;;FKPJG2S;Counter Checkin B5;;
;PC;1;;;9MPJG2S;Counter Checkin B6;;
;PC;1;;;6KPJG2S;Counter Checkin B7;;
;PC;1;;;B9XVF2S;Counter Checkin B8;;
;PC;1;;;J7NJG2S;Counter Checkin B9;;
;PC;1;;;CKPJG2S;Counter Checkin B10;;
;PC;1;;;69XVF2S;Counter Checkin B11;;
;PC;1;;;28NJG2S;Counter Checkin B14;;
;PC;1;;;BPGLF2S;Counter Checkin B15;;
;PC;1;;;7MPJG2S;Counter Checkin B16;;
;PC;1;;;7LPJG2S;Counter Checkin B17;;
;PC;1;;;D9XVF2S;Counter Checkin B18;;
;PC;1;;;HLPJG2S;Counter Checkin B19;;
;PC;1;;;JKPJG2S;Counter Checkin B20;;
;PC;1;;;F8XVF2S;Counter Checkin B21;;
;PC;1;;;7QGLF2S;Counter Checkin B22;;
;PC;1;;;8PGLF2S;Counter Checkin B23;;
;PC;1;;;7QGLF2S;Counter Checkin B24;;
;PC;1;;;7KPJG2S;Counter Checkin C1;;
;PC;1;;;JLPJG2S;Counter Checkin C2;;
;PC;1;;;DLPJG2S;Counter Checkin C3;;
;PC;1;;;8LPJG2S;Counter Checkin C4;;
;PC;1;;;D8XVF2S;Counter Checkin C5;;
;PC;1;;;JMPJG2S;Counter Checkin C6;;
;PC;1;;;8MPJG2S;Counter Checkin C7;;
;PC;1;;;17XVF2S;Counter Checkin C8;;
;PC;1;;;5KPJG2S;Counter Checkin C9;;
;PC;1;;;J5XVF2S;Counter Checkin C10;;
;PC;1;;;HMPJG2S;Counter Checkin C11;;
;PC;1;;;DKPJG2S;Counter Checkin C14;;
;PC;1;;;4KPJG2S;Counter Checkin C15;;
;PC;1;;;4NPJG2S;Counter Checkin C16;;
;PC;1;;;57XVF2S;Counter Checkin C17;;
;PC;1;;;H7XVF2S;Counter Checkin C18;;
;PC;1;;;2QGLF2S;Counter Checkin C19;;
;PC;1;;;CMPJG2S;Counter Checkin C20;;
;PC;1;;;3KPJG2S;Counter Checkin C21;;
;PC;1;;;GLPJG2S;Counter Checkin C22;;
;PC;1;;;2LPJG2S;Counter Checkin C23;;
;PC;1;;;GSXVF2S;Counter Checkin C24;;
;PC;1;;;27XVF2S;Counter Checkin D1;;
;PC;1;;;7RGLF2S;Counter Checkin D2;;
;PC;1;;;47XVF2S;Counter Checkin D3;;
;PC;1;;;CLPJG2S;Counter Checkin D4;;
;PC;1;;;76XVF2S;Counter Checkin D5;;
;PC;1;;;5PGLF2S;Counter Checkin D6;;
;PC;1;;;H8XVF2S;Counter Checkin D7;;
;PC;1;;;1NPJG2S;Counter Checkin D8;;
;PC;1;;;89XVF2S;Counter Checkin D9;;
;PC;1;;;6HDM8X1;Counter Checkin D10;;
;PC;1;;;4ZKZWX1;Counter Checkin D11;;
;PC;1;;;G9XVF2S;Counter Checkin D14;;
;PC;1;;;JPGLF2S;Counter Checkin D15;;
;PC;1;;;8RGLF2S;Counter Checkin D16;;
;PC;1;;;18NJG2S;Counter Checkin D17;;
;PC;1;;;9LPJG2S;Counter Checkin D18;;
;PC;1;;;3MPJG2S;Counter Checkin D19;;
;PC;1;;;6MPJG2S;Counter Checkin D20;;
;PC;1;;;BKPJG2S;Counter Checkin D21;;
;PC;1;;;4MPJG2S;Counter Checkin D22;;
;PC;1;;;2MPJG2S;Counter Checkin D23;;
;PC;1;;;C8XVF2S;Counter Checkin D24;;
;PC;1;;;H6XVF2S;GATE 1;;
;PC;1;;;B8XVF2S;GATE 2;;
;PC;1;;;DRGLF2S;GATE 3;;
;PC;1;;;CCDM8X1;GATE 4;;
;PC;1;;;19XVF2S;GATE 5;;
;PC;1;;;GMPJG2S;GATE 6;;
;PC;1;;;FMPJG2S;GATE 7;;
;PC;1;;;48XVF2S;GATE 8;;
;PC;1;;;BLPJG2S;GATE 9;;
;PC;1;;;2NPJG2S;GATE 10;;
;PC;1;;;DMPJG2S;GATE 11;;
;PC;;;;;;;
;PC;1;;;6LPJG2S;Transfer Desk/Transit (1);;
;PC;1;;;79XVF2S;Meja Stanby Island B  no 1;;
;PC;1;;;5MPJG2S;Meja Stanby Island B  no 2;;
;PC;1;;;37XVF2S;Meja Stanby Island B  no 3;;
;;;;;;;;
;PC;1;;;DDLZWX1;Ruang Stanby APPS no 1;;
;PC;1;;;98XVF2S;Ruang Stanby APPS no 2;;
;PC;1;;;7YKZWX1;Ruang Stanby APPS no 3;;
;PC;1;;;HKPJG2S;Ruang Stanby APPS no 4;;
;PC;1;;;3LPJG2S;Ruang Stanby APPS no 5;;
;PC;1;;;GGDM8X1;Ruang Stanby APPS no 6;;
;PC;1;;;29XVF2S;Ruang Stanby APPS no 7;;
;PC;1;;;7FDM8X1;Ruang Stanby APPS no 8;;
;PC;1;;;F6DM8X1;Ruang Stanby APPS no 9;;
;PC;1;;;28XVF2S;Ruang Stanby APPS no 10;;
;PC;1;;;HBDM8X1;Ruang Stanby APPS no 11;;
;PC;1;;;CFDM8X1;Ruang Stanby APPS no 12;;
;PC;1;;;59XVF2S;Ruang Stanby APPS no 13;;
;;;;;;;;
;LCD;115;Dell;;;Counter Checkin (87);;
;LCD;1;Dell;;CN07C2R4728722B5GYOM;Counter Checkin  A1;kontrak: 108;
;LCD;1;Dell;;CN07C2R4728722B5H0CM;A2;;
;LCD;1;Dell;;CN07C2R4728722B6H2MM;A3;;
;LCD;1;Dell;;CN07C2R4728722B5H04M;A4;;
;LCD;1;Dell;;CN07C2R4728722C4JYUM;A5;;
;LCD;1;Dell;;CN07C2R4728722C4JW1M;A6;;
;LCD;1;Dell;;CN07C2R4728722C4JY8M;A7;;
;LCD;1;Dell;;CN07C2R4728722C4JYWM;A8;;
;LCD;1;Dell;;CN07C2R4728722B5GWCM;A9;;
;LCD;1;Dell;;CN07C2R4728722C4K1LM;A10;;
;LCD;1;Dell;;CN07C2R4728722C4K6LM;A11;;
;LCD;1;Dell;;CN07C2R4728722C4K62M;A14;;
;LCD;1;Dell;;CN07C2R4728722B5GY3M;A15;;
;LCD;1;Dell;;CN07C2R4728722B5HDVM;A16;;
;LCD;1;Dell;;CN07C2R4728722C4K66M;A17;;
;LCD;1;Dell;;CN07C2R4728722C4K6UM;A18;;
;LCD;1;Dell;;CN07C2R4728722C4JY5M;A19;;
;LCD;1;Dell;;CN07C2R4728722BMGYHL;A20;;
;LCD;1;Dell;;CN07C2R4728722C4K80M;A21;;
;LCD;1;Dell;;CN07C2R4728722C4JUPM;A22;;
;LCD;1;Dell;;CN07C2R4728722C4JWFM;A23;;
;LCD;1;Dell;;CN07C2R4728722C4JVHM;B1;;
;LCD;1;Dell;;CN07C2R4728722C4JW8M;B2;;
;LCD;1;Dell;;CN07C2R4728722C4JWYM;B3;;
;LCD;1;Dell;;CN07C2R4728722C4JYEM;B4;;
;LCD;1;Dell;;CN07C2R4728722C4JWLM;B5;;
;LCD;1;Dell;;CN07C2R4728722C4JVYM;B6;;
;LCD;1;Dell;;CN07C2R4728722C4JVAM;B7;;
;LCD;1;Dell;;CN07C2R4728722C4JVUM;B8;;
;LCD;1;Dell;;CN07C2R4728722C4JYMM;B9;;
;LCD;1;Dell;;CN07C2R4728722C4JUEM;B10;;
;LCD;1;Dell;;CN07C2R4728722B5H00M;B11;;
;LCD;1;Dell;;CN07C2R4728722B6AMFM;B14;;
;LCD;1;Dell;;CN07C2R4728722B5H01M;B15;;
;LCD;1;Dell;;CN07C2R4728722B5H0TM;B16;;
;LCD;1;Dell;;CN07C2R4728722B5GWMM;B17;;
;LCD;1;Dell;;CN07C2R4728722C4KGVM;B18;;
;LCD;1;Dell;;CN07C2R4728722C4JYNM;B19;;
;LCD;1;Dell;;CN07C2R4728722B6ANJM;B20;;
;LCD;1;Dell;;CN07C2R4728722B5H13M;B21;;
;LCD;1;Dell;;CN07C2R4728722B5H03M;B22;;
;LCD;1;Dell;;CN07C2R4728722B5H0DM;B23;;
;LCD;1;Dell;;CN07C2R4728722B5H07M;B24;;
;LCD;1;Dell;;CN07C2R4728722B5H0GM;C1;;
;LCD;1;Dell;;CN07C2R4728722B6A2HM;C2;;
;LCD;1;Dell;;CN07C2R4728722B6ANDM;C3;;
;LCD;1;Dell;;CN07C2R4728722B5GWDM;C4;;
;LCD;1;Dell;;CN07C2R4728722B5H16M;C5;;
;LCD;1;Dell;;CN07C2R4728722B5H02M;C6;;
;LCD;1;Dell;;CN07C2R4728722B5H0HM;C7;;
;LCD;1;Dell;;CN07C2R4728722B6ANJM;C8;;
;LCD;1;Dell;;CN07C2R4728722B5GWLM;C9;;
;LCD;1;Dell;;CN07C2R4728722B6AN9M;C10;;
;LCD;1;Dell;;CN07C2R4728722B5H08M;C11;;
;LCD;1;Dell;;CN07C2R4728722C4JY3M;C14;;
;LCD;1;Dell;;CN07C2R4728722C4JVEM;C15;;
;LCD;1;Dell;;CN07C2R4728722C4K7GM;C16;;
;LCD;1;Dell;;CN07C2R4728722C4JWWM;C17;;
;LCD;1;Dell;;CN07C2R4728722BMH13L;C18;;
;LCD;1;Dell;;CN07C2R4728722C4JUVM;C19;;
;LCD;1;Dell;;CN07C2R4728722C4JWPM;C20;;
;LCD;1;Dell;;CN07C2R4728722C4JWTM;C21;;
;LCD;1;Dell;;CN07C2R4728722B5GTUM;C22;;
;LCD;1;Dell;;CN07C2R4728722B5H0JM;C23;;
;LCD;1;Dell;;CN07C2R4728722B5H06M;C24;;
;LCD;1;Dell;;CN07C2R4728722B5GWKM;D1;;
;LCD;1;Dell;;CN07C2R4728722B5H15M;D2;;
;LCD;1;Dell;;CN07C2R4728722C4JWMM;D3;;
;LCD;1;Dell;;CN07C2R4728722B6APOM;D4;;
;LCD;1;Dell;;CN07C2R4728722B5H1DM;D5;;
;LCD;1;Dell;;CN07C2R4728722B5H09M;D6;;
;LCD;1;Dell;;CN07C2R4728722B5GYYM;D7;;
;LCD;1;Dell;;CN07C2R4728722B5GTWM;D8;;
;LCD;1;Dell;;CN07C2R4728722B5H0PM;D9;;
;LCD;1;Dell;;CN07C2R4728722B5H0AM;D10;;
;LCD;1;Dell;;CN07C2R4728722B6ANTM;D11;;
;LCD;1;Dell;;CN07C2R4728722C4JUTM;D14;;
;LCD;1;Dell;;CN07C2R4728722C4JYFM;D15;;
;LCD;1;Dell;;CN07C2R4728722C4K64M;D16;;
;LCD;1;Dell;;CN07C2R4728722C4HKJM;D17;;
;LCD;1;Dell;;CN07C2R4728722C4JWVM;D18;;
;LCD;1;Dell;;CN07C2R4728722C4J9NM;D19;;
;LCD;1;Dell;;CN07C2R4728722C4K1KM;D20;;
;LCD;1;Dell;;CN07C2R4728722C4K78M;D21;;
;LCD;1;Dell;;CN07C2R4728722C4JYPM;D22;;
;LCD;1;Dell;;CN07C2R4728722C4JY9M;D23;;
;LCD;1;Dell;;CN07C2R4728722C4JUMM;D24;;
;;;;;;;;
;;;;;;;;
;LCD;1;Dell;;CN07C2R4728722B5HOMM;GATE 1;;
;LCD;1;Dell;;CN07C2R4728722C4K6NM;GATE 2;;
;LCD;1;Dell;;CN07C2R4728722B5HO5M;GATE 3;;
;LCD;1;Dell;;CN07C2R4728722BMH0LL;GATE 4;;
;LCD;1;Dell;;CN07C2R4728722BKE8RL;GATE 5;;
;LCD;1;Dell;;CN07C2R4728722B5D87M;GATE 6;;
;LCD;1;Dell;;CN07C2R4728722BLDTAL;GATE 7;;
;LCD;1;Dell;;CN07C2R4728722B5GWFM;GATE 8;;
;LCD;1;Dell;;CN07C2R4728722B62NHM;GATE 9;;
;LCD;1;Dell;;CN07C2R4728722B5HRMI;GATE 10;;
;LCD;1;Dell;;CN07C2R472872341DNLL;GATE 11;;
;;;;;;;;
;LCD;1;Dell;;CN07C2R472872341DNPL;Transfer Desk/Transit (1);;
;;;;;;;;
;;;;;;;;
;LCD;1;Dell;;CN04H19R7287228DATUM;meja Stanby (1);;
;LCD;1;Dell;;CN04H19R7287223019UL;meja Stanby (2);;
;LCD;1;Dell;;CN03XNMH6418022P3Y85;meja Stanby (3);;
;;;;;;;;
;;;;;;;;
;LCD;1;Dell;;CN07C2R4728722C4JUDM;Ruang Stanby APPS 1;;
;LCD;1;Dell;;CN07C2R4728722C4K7WM;Ruang Stanby APPS 2;;
;LCD;1;Dell;;CN07C2R4728722C4K1AM;Ruang Stanby APPS 3;;
;LCD;1;Dell;;CN07C2R4728722BMH11L;Ruang Stanby APPS 4;;
;LCD;1;Dell;;CN07C2R4728722BLDT0L;Ruang Stanby APPS 5;;
;LCD;1;Dell;;CN03XNMH6418022P3YYS;Ruang Stanby APPS 6;;
;LCD;1;Dell;;CN07C2R4728722BLDTEL;Ruang Stanby APPS 7;;
;LCD;1;Dell;;CN07C2R4728722BLEBUL;Ruang Stanby APPS 8;;
;LCD;1;Dell;;CN07C2R4728722BLDRUL;Ruang Stanby APPS 9;;
;LCD;1;Dell;;CN07C2R4728722C43Y7M;Ruang Stanby APPS 10;;
;LCD;1;Dell;;CN07C2R472872341GNJL;Ruang Stanby APPS 11;;
;LCD;1;Dell;;CN07C2R4728722BSDAEM;Ruang Stanby APPS 12;;
;LCD;1;Dell;;CN07C2R4728722B5H1FM;Ruang Stanby APPS 13;;
9;;;;;;;;
;Scanner;1;;;1311-002084;GATE 10(boarding gate);;
;;;;;;;;
;Scanner;1;;;1311-002114;Ruang Stanby APPS ;;
;Scanner;1;;;1311-002090;Ruang Stanby APPS ;;
;Scanner;1;;;1311-002118;Ruang Stanby APPS ;;
;Scanner;1;;;1311-002123;Ruang Stanby APPS ;;
;Scanner;1;;;1311-002092;Ruang Stanby APPS ;;
;Scanner;1;;;1311-002122;Ruang Stanby APPS ;;
;Scanner;1;;;1311-002102;Ruang Stanby APPS ;;
;Scanner;1;;;1311-002087;Ruang Stanby APPS ;;
;Scanner;1;;;1311-002097;Ruang Stanby APPS ;;
10;Kiosk;1;;;;Publik area lt. 2;;192.168.5.176
;Kiosk;1;;;;Publik area lt. 2;;192.168.5.177
;Kiosk;1;;;;Publik area lt. 2;;192.168.5.178
;Kiosk;1;;;;Publik area lt. 2;;192.168.5.179
;Kiosk;1;;;;Publik area lt. 2;;192.168.5.181
;Kiosk;1;;;;Publik area lt. 2;;192.168.5.182
;Kiosk;1;;;;Publik area lt. 2;;192.168.5.183
;Kiosk;1;;;;Publik area lt. 2;;192.168.5.184
11;Keyboard Passport reader;1;ACCESS-IS;ATB420 ;1310-001863;Counter Checkin A16;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001864;Counter Chekin A17;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001876;Counter Chekin A18;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001881;Counter Chekin B1;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001865;Counter Chekin B2;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001870;Counter Chekin B3;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001869;Counter Chekin B4;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001861;Counter Chekin B5;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001883;Counter Chekin B6;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001866;Counter Chekin B7;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001862;Counter Chekin B8;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001868;Counter Chekin B9;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001877;Counter Chekin B14;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001875;Counter Chekin B15;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001872;Counter Chekin B16;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001874;Counter Chekin B17;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001867;Counter Chekin B18;;
;;;;;;;;
;;;;;;;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001879;Ruang Stanby APPS 1;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001882;Ruang Stanby APPS 2;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001860;Ruang Stanby APPS 3;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001884;Ruang Stanby APPS 4;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001859;Ruang Stanby APPS 5;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001878;Ruang Stanby APPS 6;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001880;Ruang Stanby APPS 7;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001871;Ruang Stanby APPS 8;;
;;;;;;;;
;Keyboard Passport reader;1;ACCESS-IS;ATB420;1310-001873 (diservice);Kantor MCO Jaya Jakarta (1);Dikirim tgl (23/5/2015);
;;;;;;;;
12;Thermal printer;104;Epson;Epson TM-T 881V;NK6F001652;Transfer Desk/Transit (1);;
;;;;;;;;
;;;;;;Ruang Stanby APPS (15);;
;;;;;NK7F000433;1;;
;;;;;NK6F001651;2;;
;;;;;NK7F000453;3;;
;;;masih kurang 1;;NK7F000415;4;;
;;;;;NK6F001649;5;;
;;;;;NK7F000470;6;;
;;;;;NK7F000429;7;;
;;;;;NK7F000438;8;;
;;;;;NK7F000381;9;;
;;;;;NK7F000445;10;;
;;;;;NK7F000466;11;;
;;;;;NK7F000468;12;;
;;;;;NK7F000378;13;;
;;;;;NK7F000410;14;;
;;;;;NK7F000426;15;;
;;;;;;;;
;;;;;;Counter Checkin (87);;
;;;;;NK7F000452;A1;;
;;;;;NK7F000443;A2;;
;;;;;NK7F000474;A3;;
;;;;;NK7F000397;A4;;
;;;;;NK7F000161;A5;;
;;;;;NK7F000394;A6;;
;;;;;NK7F000383;A7;;
;;;;;NK7F000392;A8;;
;;;;;NK7F000181;A9;;
;;;;;NK7F000152;A10;;
;;;;;NK7F000382;A11;;
;;;;;NK7F000265;A14;;
;;;;;NK7F000461;A15;;
;;;;;NK7F000451;A16;;
;;;;;NK7F000467;A17;;
;;;;;NK7F000396;A18;;
;;;;;NK7F000457;A19;;
;;;;;NK7F000458;A20;;
;;;;;NK7F000406;A21;;
;;;;;NK7F000328;A22;;
;;;;;NK7F000459;A23;;
;;;;;NK7F000403;B1;;
;;;;;NK7F000450;B2;;
;;;;;NK7F000427;B3;;
;;;;;NK6F001656;B4;;
;;;;;NK7F000255;B5;;
;;;;;NK7F000449;B6;;
;;;;;NK7F000413;B7;;
;;;;;NK7F000475;B8;;
;;;;;NK7F000473;B9;;
;;;;;NK7F000444;B10;;
;;;;;NK7F000405;B11;;
;;;;;NK7F000425;B14;;
;;;;;NK7F000327;B15;;
;;;;;NK7F000402;B16;;
;;;;;NK7F000398;B17;;
;;;;;NK7F000456;B18;;
;;;;;NK7F000339;B19;;
;;;;;NK6F001655;B20;;
;;;;;NK7F000160;B21;;
;;;;;NK7F000462;B22;;
;;;;;NK7F000240;B23;;
;;;;;NK7F000162;B24;;
;;;;;NK7F000401;C1;;
;;;;;NK7F000442;C2;;
;;;;;NK7F000250;C3;;
;;;;;NK7F000439;C4;;
;;;;;NK7F000172;C5;;
;;;;;NK7F000173;C6;;
;;;;;NK7F000254;C7;;
;;;;;NK7F000297;C8;;
;;;;;NK7F000289;C9;;
;;;;;NK7F000428;C10;;
;;;;;NK7F000338;C11;;
