No.,Data perangkat,Unit,Merk,Tipe,S/N,Lokasi,Data Pemeliharaan,IP
11,PC,"115 Kontrak 3010, diganti  kontrak: 108 7010 karena 3010 uda discontinue (3010 model  lama krn tender thn '12)",Dell,Optiplex 7010,"B7XVF2S 1MPJG2S BQGLF2S 9KPJG2S FLPJG2S GPGLF2S 78XVF2S G7XVF2S 3QGLF2S 4LPJG2S 1LPJG2S 39XVF2S 38XVF2S 77XVF2S 88XVF2S 5LPJG2S 5QGLF2S FQGLF2S HJDM8X1 2RGLF2S F9XVF23 GKPJG2S 3NPJG2S BMPJG2S 68XVF2S FKPJG2S 9MPJG2S 6KPJG2S B9XVF2S J7NJG2S CKPJG2S 69XVF2S 28NJG2S BPGLF2S 7MPJG2S 7LPJG2S D9XVF2S HLPJG2S JKPJG2S F8XVF2S 7QGLF2S 8PGLF2S 7QGLF2S 7KPJG2S JLPJG2S DLPJG2S 8LPJG2S D8XVF2S JMPJG2S 8MPJG2S 17XVF2S 5KPJG2S J5XVF2S HMPJG2S DKPJG2S 4KPJG2S 4NPJG2S 57XVF2S H7XVF2S 2QGLF2S CMPJG2S 3KPJG2S GLPJG2S 2LPJG2S GSXVF2S 27XVF2S 7RGLF2S 47XVF2S CLPJG2S 76XVF2S 5PGLF2S H8XVF2S 1NPJG2S 89XVF2S 6HDM8X1 4ZKZWX1 G9XVF2S JPGLF2S 8RGLF2S 18NJG2S 9LPJG2S 3MPJG2S 6MPJG2S BKPJG2S 4MPJG2S 2MPJG2S C8XVF2S H6XVF2S 6LPJG2S 79XVF2S
5MPJG2S
37XVF2S


DDLZWX1
98XVF2S
7YKZWX1
HKPJG2S
3LPJG2S
GGDM8X1
29XVF2S
7FDM8X1
F6DM8X1
28XVF2S
HBDM8X1
CFDM8X1
59XVF2S

B8XVF2S
DRGLF2S
CCDM8X1
19XVF2S
GMPJG2S
FMPJG2S
48XVF2S
BLPJG2S
2NPJG2S
DMPJG2S
","Counter Checkin (87) A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A14 A15 A16 A17 A18 A19 A20 A21 A22 A23 B1 B2 B3 B4 B5 B6 B7 B8 B9 B10 B11 B14 B15 B16 B17 B18 B19 B20 B21 B22 B23 B24 C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C14 C15 C16 C17 C18 C19 C20 C21 C22 C23 C24 D1 D2 D3 D4 D5 D6 D7 D8 D9 D10 D11 D14 D15 D16 D17 D18 D19 D20 D21 D22 D23 D24 Boarding Gate (11) GATE 1
GATE 2
GATE 3
GATE 4
GATE 5
GATE 6
GATE 7
GATE 8
GATE 9
GATE 10
GATE 11
Transfer Desk/Transit (1) Meja Stanby Island B (4) 1
2
3

Ruang Stanby APPS (13)
1
2
3
4
5
6
7
8
9
10
11
12
13
",,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
12,LCD,115 kontrak: 108,Dell,CN07C2R4728722B6H2MM,CN07C2R4728722B5GYOM CN07C2R4728722B5H0CM CN07C2R4728722B5H04M CN07C2R4728722C4JYUM CN07C2R4728722C4JW1M CN07C2R4728722C4JY8M CN07C2R4728722C4JYWM CN07C2R4728722B5GWCM CN07C2R4728722C4K1LM CN07C2R4728722C4K6LM CN07C2R4728722C4K62M CN07C2R4728722B5GY3M CN07C2R4728722B5HDVM CN07C2R4728722C4K66M CN07C2R4728722C4K6UM CN07C2R4728722C4JY5M CN07C2R4728722BMGYHL CN07C2R4728722C4K80M CN07C2R4728722C4JUPM CN07C2R4728722C4JWFM CN07C2R4728722C4JVHM CN07C2R4728722C4JW8M CN07C2R4728722C4JWYM CN07C2R4728722C4JYEM CN07C2R4728722C4JWLM CN07C2R4728722C4JVYM CN07C2R4728722C4JVAM CN07C2R4728722C4JVUM CN07C2R4728722C4JYMM CN07C2R4728722C4JUEM CN07C2R4728722B5H00M CN07C2R4728722B6AMFM CN07C2R4728722B5H01M CN07C2R4728722B5H0TM CN07C2R4728722B5GWMM CN07C2R4728722C4KGVM CN07C2R4728722C4JYNM CN07C2R4728722B6ANJM CN07C2R4728722B5H13M CN07C2R4728722B5H03M CN07C2R4728722B5H0DM CN07C2R4728722B5H07M CN07C2R4728722B5H0GM CN07C2R4728722B6A2HM CN07C2R4728722B6ANDM CN07C2R4728722B5GWDM CN07C2R4728722B5H16M CN07C2R4728722B5H02M CN07C2R4728722B5H0HM CN07C2R4728722B6ANJM CN07C2R4728722B5GWLM CN07C2R4728722B6AN9M CN07C2R4728722B5H08M CN07C2R4728722C4JY3M CN07C2R4728722C4JVEM CN07C2R4728722C4K7GM CN07C2R4728722C4JWWM CN07C2R4728722BMH13L CN07C2R4728722C4JUVM CN07C2R4728722C4JWPM CN07C2R4728722C4JWTM CN07C2R4728722B5GTUM CN07C2R4728722B5H0JM CN07C2R4728722B5H06M CN07C2R4728722B5GWKM CN07C2R4728722B5H15M CN07C2R4728722C4JWMM CN07C2R4728722B6APOM CN07C2R4728722B5H1DM CN07C2R4728722B5H09M CN07C2R4728722B5GYYM CN07C2R4728722B5GTWM CN07C2R4728722B5H0PM CN07C2R4728722B5H0AM CN07C2R4728722B6ANTM CN07C2R4728722C4JUTM CN07C2R4728722C4JYFM CN07C2R4728722C4K64M CN07C2R4728722C4HKJM CN07C2R4728722C4JWVM CN07C2R4728722C4J9NM CN07C2R4728722C4K1KM CN07C2R4728722C4K78M CN07C2R4728722C4JYPM CN07C2R4728722C4JY9M CN07C2R4728722C4JUMM CN07C2R4728722B5HOMM CN07C2R4728722C4K6NM CN07C2R4728722B5HO5M CN07C2R4728722BMH0LL CN07C2R4728722BKE8RL CN07C2R4728722B5D87M CN07C2R4728722BLDTAL CN07C2R4728722B5GWFM CN07C2R4728722B62NHM CN07C2R4728722B5HRMI CN07C2R472872341DNLL CN07C2R472872341DNPL CN04H19R7287228DATUM CN04H19R7287223019UL CN03XNMH6418022P3Y85 CN07C2R4728722C4JUDM CN07C2R4728722C4K7WM CN07C2R4728722C4K1AM CN07C2R4728722BMH11L CN07C2R4728722BLDT0L CN03XNMH6418022P3YYS CN07C2R4728722BLDTEL CN07C2R4728722BLEBUL CN07C2R4728722BLDRUL CN07C2R4728722C43Y7M CN07C2R472872341GNJL CN07C2R4728722BSDAEM CN07C2R4728722B5H1FM,Counter Checkin (87) A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A14 A15 A16 A17 A18 A19 A20 A21 A22 A23 B1 B2 B3 B4 B5 B6 B7 B8 B9 B10 B11 B14 B15 B16 B17 B18 B19 B20 B21 B22 B23 B24 C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C14 C15 C16 C17 C18 C19 C20 C21 C22 C23 C24 D1 D2 D3 D4 D5 D6 D7 D8 D9 D10 D11 D14 D15 D16 D17 D18 D19 D20 D21 D22 D23 D24 Boarding Gate (11) GATE 1 GATE 2 GATE 3 GATE 4 GATE 5 GATE 6 GATE 7 GATE 8 GATE 9 GATE 10 GATE 11 Transfer Desk/Transit (1) Meja Stanby Island B (3) meja Stanby (1) meja Stanby (2) meja Stanby (3) Ruang Stanby APPS (13) 1 2 3 4 5 6 7 8 9 10 11 12 13,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
13,Scanner,10,,,1311-002084 1311-002114 1311-002090 1311-002118 1311-002123 1311-002092 1311-002122 1311-002102 1311-002087 1311-002097,Boarding Gate (1) GATE 10 Ruang Stanby APPS (9),,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
14,Kiosk,8,,,Publik area lt. 2,,,192.168.5.176 192.168.5.177 192.168.5.178 192.168.5.179 192.168.5.181 192.168.5.182 192.168.5.183 192.168.5.184
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
15,Keyboard Passport Reader,26,ACCESS-IS,ATB420 ,1310-001863 1310-001864 1310-001876 1310-001881 1310-001865 1310-001870 1310-001869 1310-001861 1310-001883 1310-001866 1310-001862 1310-001868 1310-001877 1310-001875 1310-001872 1310-001874 1310-001867 1310-001879 1310-001882 1310-001860 1310-001884 1310-001859 1310-001878 1310-001880 1310-001871 1310-001873 (diservice),Counter Checkin (17) A16 A17 A18 B1 B2 B3 B4 B5 B6 B7 B8 B9 B14 B15 B16 B17 B18 Ruang Stanby APPS (8) 1 2 3 4 5 6 7 8 Kantor MCO Jaya Jakarta (1),Dikirim tgl (23/5/2015),
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
12,Thermal printer,104 4,Epson,Epson TM-T 881V,NK6F001652 NK7F000433 NK6F001651 NK7F000453 masih kurang 1 NK6F001649 NK7F000470 NK7F000429 NK7F000438 NK7F000381 NK7F000445 NK7F000466 NK7F000468 NK7F000378 NK7F000410 NK7F000426 NK7F000452 NK7F000443 NK7F000474 NK7F000397 NK7F000161 NK7F000394 NK7F000383 NK7F000392 NK7F000181 NK7F000152 NK7F000382 NK7F000265 NK7F000461 NK7F000451 NK7F000467 NK7F000396 NK7F000457 NK7F000458 NK7F000406 NK7F000328 NK7F000459 NK7F000403 NK7F000450 NK7F000427 NK6F001656 NK7F000255 NK7F000449 NK7F000413 NK7F000475 NK7F000473 NK7F000444 NK7F000405 NK7F000425 NK7F000327 NK7F000402 NK7F000398 NK7F000456 NK7F000339 NK6F001655 NK7F000160 NK7F000462 NK7F000240 NK7F000162 NK7F000401 NK7F000442 NK7F000250 NK7F000439 NK7F000172 NK7F000173 NK7F000254 NK7F000297 NK7F000289 NK7F000428 NK7F000338 NK7F000469 NK7F000315 NK7F000399 NK7F000463 NK7F000317 NK7F000465 NK7F000432 NK7F000441 NK7F000239 NK7F000163 NK7F000169 NK7F000476 NK7F000156 NK7F000400 NK7F000440 NK7F000477 NK7F001654 NK7F000430 NK7F000460 NK7F000423 NK7F000417 NK7F000431 NK7F000437 NK6F001650 NK7F000408 NK7F000446 NK7F000404 NK7F000447 NK7F000454 NK7F000412 NK7F000436 NK7F000448 NK7F000455,Transfer Desk/Transit (1) Ruang Stanby APPS (15) 1 2 3 NK7F000415 5 6 7 8 9 10 11 12 13 14 15 Counter Checkin (87) A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A14 A15 A16 A17 A18 A19 A20 A21 A22 A23 B1 B2 B3 B4 B5 B6 B7 B8 B9 B10 B11 B14 B15 B16 B17 B18 B19 B20 B21 B22 B23 B24 C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C14 C15 C16 C17 C18 C19 C20 C21 C22 C23 C24 D1 D2 D3 D4 D5 D6 D7 D8 D9 D10 D11 D14 D15 D16 D17 D18 D19 D20 D21 D22 D23 D24,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
13,Bagtag printer,81 kontrak: 80,Zebra,S4M,03J124201648 03J124201518 03J124300535 03J130200345 03J114501288 03J124300552 03J124201516 03J124300517 03J124300514 03J124300519 03J114601026 03J124300539 03J130801563 03J111401537 03J124201522 03J124201655 03J131100649 03J124201645 03J124201651 03J124300532 03J124201512 03J124300524 03J130801584 03J124201647 03J124300530 03J124300540 03J114700843 03J124201643 03J124300526 03J124300529 03J114501973 03J114501396 03J124201687 03J124201656 03J130801566 03J130801575 03J124201682 03J124201520 03J114501517 03J124201686 03J124201658 03J124300536 03J130801604 03J131100651 03J114501861 03J114700847 03J114700740 03J114700626 03J124201646 03J124201644 03J124201514 03J124300513 03J124201653 03J124300537 03J124300538 03J114501405 03J114601043 03J124201515 03J130801588 03J124201519 03J114601110 03J114700716 03J124201691 03J130801582 03J114700790 03J124201525 03J124800617 03J114601068 03J130801581 03J114700848 03J130801591 03J114701180 03J124300512 03J124300533 03J114601175 03J114601273 03J124300521 03J124201683 03J124300518 03J124201660 03J124201523,Counter Checkin (80) A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A14 A15 A16 A17 A18 B1 B2 B3 B4 B5 B6 B7 B8 B9 B10 B11 B14 B15 B16 B17 B18 B19 B20 B21 B22 B23 B24 C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C14 C15 C16 C17 C18 C19 C20 C21 C22 C23 C24 D1 D2 D3 D4 D5 D6 D7 D8 D9 D10 D14 D15 D16 D17 D18 D19 D20 D21 D22 D23 D24 Ruang Stanby APPS (1),,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
14,UPS 1500VA,104,,,CLUL1K5AB1395 (down) CLUL1K5AB1359 (down) CLUD1K5AC093 CLUD1K5AC133 CLUL1K5AB1355 CLUD1K5AC137 CLUL1K5AB1357 CLUD1K5AC116 CLUL1K5AB1376 CLUD1K5AC124 CLUD1K5AC105 CLUD1K5AC132 CLUD1K5AC099 CLUD1K5AC141 CLUD1K5AC138 CLUL1K5AB1371 CLUD1K5AC136 CLUL1K5AB1396 CLUL1K5AB1383 CLUD1K5AC095 CLUL1K5AB1364 CLUL1K5AB1367 CLUD1K5AC103 CLUL1K5AB1380 CLUD1K5AC121 CLUL1K5AB1397 CLUD1K5AC088 CLUL1K5AB1377 CLUL1K5AB1385 CLUD1K5AC135 CLUD1K5AC130 CLUD1K5AC092 CLUL1K5AB1372 CLUD1K5AC143 CLUD1K5AC112 CLUL1K5AB1361 CLUD1K5AC131 CLUD1K5AC094 CLUD1K5AC089 CLUL1K5AB1362 CLUL1K5AB1378 CLUD1K5AC090 CLUD1K5AC106 CLUL1K5AB1386 CLUD1K5AC085 CLUL1K5AB1390 CLUD1K5AC128 CLUD1K5AC087 CLUD1K5AC122 CLUD1K5AC117 CLUL1K5AB1398 CLUD1K5AC120 CLUD1K5AC115 CLUL1K5AB1354 CLUD1K5AC125 CLUL1K5AB1363 CLUD1K5AC086 CLUD1K5AC110 CLUD1K5AC102 CLUL1K5AB1379 CLUD1K5AC124 CLUL1K5AB1394 CLUD1K5AC111 CLUL1K5AB1384 CLUD1K5AC123 CLUD1K5AC107 CLUL1K5AB1368 CLUL1K5AB1375 CLUL1K5AB1373 CLUL1K5AB1360 CLUL1K5AB1389 CLUL1K5AB1369 CLUD1K5AC096 CLUL1K5AB1365 CLUD1K5AC109 CLUD1K5AC140 CLUL1K5AB1356 CLUD1K5AC114 CLUD1K5AC100 CLUL1K5AB1391 CLUL1K5AB1366 CLUD1K5AC118 CLUL1K5AB1370 CLUL1K5AB1392 CLUL1K5AB1388 CLUD1K5AC101 CLUL1K5AB1374 CLUD1K5AC091 CLUD1K5AC098 CLUL1K5AB1393 CLUD1K5AC108 CLUL1K5AB1387 CLUD1K5AC125 CLUD1K5AC134 CLUD1K5AC097 CLUL1K5AB1358 CLUD1K5AC113 CLUD1K5AC119 CLUD1K5AC104 CLUD1K5AC139 CLUD1K5AC127 CLUL1K5AB1381 CLUD1K5AC142 CLUL1K5AB1382,Lagi  di chek Keberadaannya (1) Ruang Stanby APPS (2/rusak) Meja Stanby Island B (1) Meja Stanby Island C (9) Transfer Desk/Transit (1) Ruang FIDS (1) Counter Checkin (86) A1 A2 A3 A4 A5 A6 A7 A8 A9 A10 A11 A14 A15 A16 A17 A18 A19 A20 A21 A22 A23 B1 B2 B3 B4 B5 B6 B7 B8 B9 B10 B11 B14 B15 B16 B17 B18 B19 B20 B21 B22 B23 B24 C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C14 C15 C16 C17 C18 C19 C20 C21 C22 C23 C24 D1 D2 D3 D4 D5 D6 D7 D8 D9 D10 D14 D15 D16 D17 D18 D19 D20 D21 D22 D23 D24 Boarding Gate (10) GATE 1 GATE2 GATE 3 GATE 5 GATE 6 GATE 7 GATE 8 GATE 9 GATE 10 GATE 11,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
